kamar_mandi;kamar_tidur;Bangunan;Lahan (m�);harga;lokasi;title;;;;
;5;240;;Rp 2.500.000.000;Jl Mochamad kahfi2 Jagakarsa Jakarta Selatan;Hunian Luxurious Dalam Cluster;;;;
;2;90;;Rp 2.100.000.000;Jl. Sunia Negara Pemogan Denpasar Selatan Kota Denpasar Bali 80221 Denpasar Selatan Denpasar;Rumah Dijual Denpasar Selatan Sekitar Mall Bali Galeria Dekat Toll;;;;
;2;48;;Rp 620.000.000;Cirebon Barat Cirebon;Rumah Elit di Kota Cirebon;;;;
;3;70;;Rp 905.000.000;Beji Batu;Perumahan Batu Malang;;;;
;2;66;;Rp 1.450.000.000;Bojongsoang Bandung;Rumah Mewah Bandung Buah Batu;;;;
;3;100;;Rp 1.800.000.000;Bojongsoang Bandung;DIJUAL RUMAH MINIMALIS MODERN diCherry Field ;;;;
;3;240;;Rp 1.500.000.000;Lamper Tengah Semarang;Dijual Segera Rumah Siap Pakai dg lebar 12 m;;;;
;3;60;;Rp 650.000.000;Sukodono Sidoarjo;rumah murah di sukodono; Delanggu; Klaten;;
;3;126;;Rp 900.000.000;Tanah Tinggi Tangerang;rumah di taman royal dengan harga dibawah pasaran;;;;
;2;70;;Rp 790.000.000;Pamulang Timur Tangerang Selatan;dijual rumah minimalis;;;;
;4;125;;Rp 1.850.000.000;Sleman;PERUMAHAN BALEGONG RESIDENCE;;;;
;3;75;;Rp 1.591.000.000;Jakasampurna Bekasi;Dijual Cluster Marocco Grand Kota Bintang;;;;
;4;282;;Rp 3.199.000.000;Wiyung Surabaya;Termurah di prambanan residence;;;;
;2;40;;Rp 645.000.000;Jalan Siliwangi Tangerang Selatan 15435 Indonesia Pamulang Tangerang Selatan;Perumahan 600 jutaan all in di Tangerang selatan;;;;
;2;120;;Rp 1.100.000.000;Pondok Benda Baru Tangerang Selatan;Rumah dijual di Pamulang (nego);Rumah siap huni;yang butuh rumah secepatnya;;
;4;104;;Rp 900.000.000;Sukabumi Sukabumi;rumah 2 lantai minimalis;;;;
;2;42;;Rp 580.000.000;Bojonggede Bogor;Perumahan 2 menit ke stasiun Bojonggede;;;;
;2;140;;Rp 700.000.000;Sedati Sidoarjo;Ruko 2 lantai murah dekat bandar juanda;;;;
;2;50;;Rp 400.000.000;Jalan raya banjaran pucung tapos depok Tapos Depok;Rumah 2 lantai 400 jutaan dekat tol cimanggis dan citeureup;;;;
;3;80;;Rp 1.000.000.000;Bumi Serpong Damai Tangerang Selatan;Cluster Mewah Minimalist Dekat Pintu Toll BSD;;;;
;3;180;;Rp 1.960.000.000;Candi Sidoarjo;SAFIRA GARDEN SIDOARJO// DP:0 Angsuran 3 jt'an;;;;
;3;173;;Rp 3.700.000.000;Wirobrajan Yogyakarta;Dijual rumah bagus strategis;;;;
;3;80;;Rp 795.000.000;Bekasi;Rumah Zamrud Cantik dan Stylist - Dekat Taman Luas.; sukoharjo; Ngaglik Sleman (NEGO);;
;3;68;;Rp 920.000.000;Jalan Boulevard Gajah Mada Tangerang Kota 15139 Indonesia Karawaci Tangerang;Cendana Abory Rumah Impian Milenium;;;;
;5;700;;Rp 15.500.000.000;Lebak Bulus Jakarta Selatan;Lebak Bulus Dalam Komplek Jalan Lebar Asri American Classic;;;;
;3;75;;Rp 1.285.000.000;Godean Sleman;Rumah baru DP ringan; Pusat Kota;;;
;2;33;;Rp 551.400.000;Cilebut Bogor;Cluster Exclusive fasilitas kolam renang dekat stasiun dp 0%;;;;
;2;40;;Rp 775.000.000;Pamulang Tangerang Selatan;Rumah ready stock dekat BSD Tangerang Selatan;;;;
;2;30;;Rp 184.000.000;Ciampea Bogor;Jual Rumah Termurah Di Bogor Angsuran nya Cuma 2;;;;
;3;54;;Rp 870.000.000;geluran sepanjang sidoarja Sepanjang Sidoarjo;Jual perumahan 2 lantai taman SIDOARJO;;;;
;2;36;;Rp 280.000.000;Jalan Gadingan Sukoharjo 57554 Indonesia Mojolaban Sukoharjo;Rumah Pesan Bangun Mojolaban Timur Semanggi Solo;;;;
;3;70;;Rp 656.000.000;Bogor Tengah - Kota Bogor;shafa essentia. 2 lantai termurah di kota bogor;;;;
;2;36;;Rp 365.000.000;Tajurhalang Bogor;Rumah Idaman Modern Murah dan Bebas Semua Biaya Lokasi Tajurhalang;;;;
;2;94;;Rp 1.300.000.000;Lokasi Lenteng Agung - Jagakarsa Kota Jakarta selatan. Lenteng Agung Jakarta Selatan;Di Jual rumah bagus Full Furnished Lokasi Lenteng Agung - Jagakarsa;;;;
;2;45;;Rp 215.000.000;Citayam Depok;rumah dijual dekat stasiun Citayam;;;;
;2;210;;Rp 3.000.000.000;Jl. Mesjid An’Nur III RT 012/001 No. 14 Grogol Selatan Kebayoran Lama Jakarta Selatan;DIJUAL RUMAH SIAP HUNI KEBAYORAN LAMA;;;;
;2;36;;Rp 370.000.000;Jalan sumur bandung desa dawuan cikammpek Cikampek Karawang;cukup booking 2;;;;
;2;36;;Rp 695.640.000;Cipondoh Tangerang;rumah murah ditangerang cipondoh; Cengkareng;;;
;2;36;;Rp 356.000.000;Cibinong Bogor;termurah dsign jepang skandinavian. fsilitas kolamrenang;;;;
;2;50;;Rp 599.000.000;Kemiri Muka Depok;JUAL CEPAT & SEWA - RUMAH DI DEPOK MARGONDA RAYA JALAN KARET;;;;
;3;80;;Rp 910.000.000;Bogor Utara - Kota Bogor;grand Victoria. DP 0% live view gunung salak cuaca bogor banget;;;;
;2;72;;Rp 350.000.000;Labuhan Ratu Bandar Lampung;Rumah 2 lantai murah b. Lampung;;;;
;3;70;;Rp 950.000.000;Cinere Depok;Rumah Murah di Cinere 2 Lantai;;;;
;2;57;;Rp 740.000.000;Menganti Gresik;DIJUAL RUMAH DI BARAT SURABAYA;;;;
;4;90;;Rp 1.200.000.000;Ganting Padang;Rumah Cluster Mewah di Pusat Kota Padang;;;;
;2;36;;Rp 250.000.000;Gunung Sindur Bogor;take over tanpa bi checking Rumah di golden hills siap huni;;;;
;3;59;;Rp 820.000.000;Candi Sidoarjo;SAFIRA AMARTHA SPANDE SIDOARJO KOTA (free DP;;;;
;5;350;;Rp 2.600.000.000;Bogor Selatan - Kota Bogor;Dijual Rumah 3 Lantai di Bogor Nirwana Residence;;;;
;2;40;;Rp 425.000.000;Tulangan Sidoarjo;0 DP gratis angsuran awal perum orchid wonoayu;;;;
;3;96;;Rp 1.300.000.000;Pamulang Tangerang Selatan;Dijual Rumah Grand Akasia Residence di Pamulang Tangerang Selatan;;;;
;4;180;;Rp 4.450.000.000;Ciracas Jakarta Timur;Rumah Minimalis Modern konsep Smart Living; View Pegunungan;;;
;3;63;;Rp 840.000.000;Jalan Bhakti Abri Cimanggis Tapos Depok Tapos Depok;Rumah 2 Lantai Di Bhakti Abri Dekat Exit Toll Cisalak Cijago Depok;;;;
;3;30;;Rp 360.000.000;Jalan Raya Cibunar Parung Panjang Bogor;Rumah Murah Modern DP 0%;;;;
;2;36;;Rp 610.000.000;Cilodong Depok;Rumah Depok Minimalis DP 0%;;;;
;3;70;;Rp 1.355.000.000;Kalijaga Cirebon;Rumah 2 Lantai Orang Kaya;;;;
;2;45;;Rp 325.000.000;mulia residence Ciomas Bogor;rumah murah laladon ciomas dermaga bubulak yasmin; bebas banjir KPR BSI;;;
;3;170;;Rp 650.000.000;Kenjeran Surabaya;RUMAH MURAH. BUTUH CEPAT LAKU.;;;;
;2;43;;Rp 506.600.000;JL. Sumur Batu Kemayoran Jakarta Pusat Kemayoran Jakarta Pusat;Dijual Rumah Murah Di Sumur Batu;;;;
;2;60;;Rp 640.000.000;Matraman Jakarta Timur;Rumah baru harga 600jt-an s.d 800jt-an di Pisangan baru jakarta timur;;;;
;2;36;;Rp 440.000.000;Jl. Metland Raya Cipenjo Cileungsi - Bogor Sektor 1 Sektor 3 & Sektor 5 Cileungsi Bogor;Metland Cileungsi non Cluster 400 jtan; tangsel;;;
;2;36;;Rp 390.000.000;Tajur Halang Bogor;GDC Tajur Halang;;;;
;4;130;;Rp 1.700.000.000;Jagakarsa Jakarta Selatan;rumah Classic modern termurah jagakarsa;;;;
;2;55;;Rp 430.000.000;Cikaret Bogor;Rumah Townhouse Bogor Kota Cikaret Pasir Kuda Cibalagung;;;;
;2;45;;Rp 689.500.000;Ngaglik Sleman;Rumah dekat UII kaliurang;;;;
;2;60;;Rp 425.000.000;Langkapura Bandar Lampung;RUMAH MURAH DEKAT MBK;;;;
;3;250;;Rp 2.700.000.000;Komplek pondok hijau Gegerkalong Bandung;Trn Harga Rumah Siap Huni Komp.Pondok Hijau - Geger Kalong-Setrasi;;;;
;2;70;;Rp 1.377.000.000;Cempaka Putih Jakarta Pusat;Rumah baru Mewah harga mulai 1.3M-an di cempaka putih jakarta pusat;;;;
;1;184;;Rp 2.000.000.000;Jl. Raya Ubud No. 1 Peliatan Tegallalang Gianyar;V2.156 - Rumah Tinggal Dengan Suasana Pedesaan;;;;
;3;140;;Rp 3.550.000.000;Bumi Serpong Damai Tangerang Selatan;Dijual rumah cantik dalam cluster ;Rawa mekar jaya;;;
;2;55;;Rp 780.000.000;Jl. MH Thamrin Lippo Cikarang Cikarang Barat Bekasi;CENDANA SPARK RUMAH 2 LANTAI LIPPO CIKARANG;;;;
;5;220;;Rp 2.150.000.000;jl perintis kemerdekaan makassar 13 Tamalanrea Makassar;harga special sudut makassar dekat unhas rs wahidin siap huni btp;;;;
;2;35;;Rp 335.000.000;Jalan Desa Cimanggis Bogor Kabupaten 16933 Indonesia Bojong Gede Bogor;perumahan bojonggede dekat stasiun murah dan terjangkau;;;;
;3;95;;Rp 2.039.000.000;Katapang Bandung;Rumah Baru 2 Lantai Eco Smart Home - tatar punawangi KBP;Ready;dekat green lake;Semanan; Jakarta Barat
;2;33;;Rp 150.500.000;Purwadadi Subang;RUMAH SUBSIDI PREMIUM PURWADADI SUBANG;;;;
;3;95;;Rp 2.039.000.000;Padalarang Bandung;Rumah Baru 2 Lantai Eco Smart Home - tatar punawangi KBP;;;;
;2;64.7;;Rp 2.000.000.000;Ubud Gianyar;V1.213 - Villa 2 Bedroom dibawah 2M;;;;
;2;39;;Rp 600.000.000;Jatisari Bekasi;RUMAH MURAH DI DAERAH JATI ASIH BEKASI;;;;
;2;40;;Rp 330.000.000;Makasar Jakarta Timur;Rumah modern harga 330jt-an di gg Kamboja utan kayu jakarta timur;;;;
;5;375;;Rp 8.000.000.000;Tembalang Semarang;RUMAH MEWAH CITRASUN GARDEN EKSKLUSIF CLUSTER ELITE TEMBALANG DIJUAL;;;;
;2;30;;Rp 300.000.000;Ciampea Bogor;DIJUAL RUMAH ISLAMI UI DESIGNT TURKEY OTSMANI;;;;
;5;230;;Rp 2.600.000.000;Jagakarsa Jakarta Selatan;rumah Classic 3 lantai mewah murah;;;;
;2;30;;Rp 168.000.000;Cibarusah Bekasi;Rumah murah subsidi DP 0%; tahap awal; hoek;;
;2;55;;Rp 1.200.000.000;Serpong Utara Tangerang Selatan;DHYA Rumah Dp 0% Graha Raya Serpong Utara;Gejayan;Condongcatur;;
;5;200;;Rp 950.000.000;Jalan Boulevard Bogor Nirwana Residence Bogor Kota 16136 Indonesia Bogor Selatan - Kota Bogor;rumah murah bogor nirwana residence;;;;
;3;71;;Rp 736.000.000;Cibubur Bekasi;Rumah Cantik Cibubur dengan fasilitas lengkap;;;;
;2;45;;Rp 465.000.000;Kediri Kota Kediri;Rumah Murah Free Design di Kota Kediri;;;;
;3;90;;Rp 920.000.000;Arcamanik Bandung;Cluster The Nirwana Residence Arcamanik;;;;
;3;250;;Rp 1.300.000.000;Bandungan Semarang;vila keluarga view panorama indah;;;;
;2;45;;Rp 399.000.000;Cikaret Bogor;rumah kota bogor cikaret pasir kuda cibalagung ciapus dekat stasiun;;;;
;3;88;;Rp 2.350.000.000;Bintaro Jakarta Selatan;Kebayoran Harmony-Decco;;;;
;2;56;;Rp 1.456.200.000;Serpong Utara Tangerang Selatan;Cluster Hyra Graha Raya 1;;;;
;4;99;;Rp 1.909.000.000;Pulo Gadung Jakarta Timur;Rumah mewah baru harga mulai 1.9M-an di jakarta timur;;;;
;2;48;;Rp 611.000.000;Grand Dahlia Cluster Jatimulya Cilodong Depok Depok;Rumah 2 Lt 600 Jtan;;;;
;4;450;;Rp 18.500.000.000;Riau Bandung;Dijual Rumah Sayap Riau Bandung;;;;
;2;45;;Rp 475.000.000;Bogor;rumah murah kota bogor cikaret pasir kuda;;;;
;3;72;;Rp 599.000.000;Kasihan Bantul;Cluster Murah di UMY hanya 200meter;;;;
;3;93;;Rp 600.000.000;Sukmajaya Depok;Rumah dijual daerah sukmajaya;;;;
;4;200;;Rp 2.600.000.000;wisata bukit mas Wiyung Surabaya;rumah classic WBM 1 termurah siap huni sudah renovasi murah;;;;
;2;1000;;Rp 10.000.000.000;Pulau Laut Natuna;Pixel Rumah for Sale - Friends Inspired;;;;
;2;30;;Rp 178.000.000;Jalan Sarwani Desa Daru Kecamatan Jambe Cikupa Tangerang;Rumah Minimalis Harga Terjangkau;;;;
;7;500;;Rp 5.700.000.000;Daan Mogot Jakarta Barat;Rumah American Clasic at boulevard raya Daan mogot Jakarta barat;;;;
;1;30;;Rp 350.000.000;Kedoya Selatan Jakarta Barat;dijual rumah di Kedoya Selatan kebon jeruk Jakarta barat;;;;
;5;380;;Rp 4.200.000.000;Meruya Selatan Jakarta Barat;dijual rumah di komplek Meruya Selatan kembangan Jakarta barat;;;;
;3;70;;Rp 585.000.000;jln.tegal permai munzalanpurbayan Baki Sukoharjo;Rumah Cluster 2 Lt Kredit 10 thn(Diskon 15jt);;;;
;5;85;;Rp 630.000.000;Jalan Puncak Landungsari Dau Kota Malang Lowokwaru Malang;Investasi Rumah Kost di Malang;;;;
;2;102;;Rp 460.000.000;Mojosongo Solo;Rumah Minimalis Murah Mojosongo Jebres Solo Kota;;;;
;3;88;;Rp 1.100.000.000;Penumping Solo;Rumah Murah Dekat Mall Solo Grand Penumping Solo Kota;;;;
;5;140;;Rp 2.150.000.000;Serpong Tangerang Selatan;Dijual Rumah Lokasi Melatimas Serpong BSD dekat mall;;;;
;5;200;;Rp 875.000.000;Karang Asem Karangasem;Dijual homestay 5 kamar. sudah full penghuni;;;;
;4;250;;Rp 399.000.000;Kecamatan Pallantikang desa Pattallasang Gowa;RUMAH PONDOK DENGAN VIEW INDAH PEMANDANGAN GUNUNG; Cluster Nirwana; Jl. Pandan Papua No. 27;;
;3;210;;Rp 1.650.000.000;Umbulharjo Yogyakarta Indonesia Umbulharjo Yogyakarta;Rumah 2 lantai dijual Dekat Kampus UAD Kampus 4; Dijual Rumah 2Lt Di Bumi Serpong Residence ; Harga Nepis;;
;3;72;;Rp 600.000.000;Cimanggis Depok;Perumahan Samping Tol Cijago Depok;;;;
;2;40;;Rp 250.000.000;Citayam Depok;rumah di citayam akses mobil;;;;
;3;90;;Rp 950.000.000;Jl bintara jaya8 gg h matali kelurahan bintara jaya kecamatan bekasi barat Jatiasih Bekasi;jual rumah baru 2 lantai lokasi bekasi akses jatibening caman galaxi;;;;
;3;57;;Rp 671.900.000;Cipinang Muara Jakarta Timur;rumah baru termurah mewah strategis;;;;
;2;36;;Rp 265.000.000;Kedamean Gresik;RUMAH DIJUAL MURAH DI GRESIK DEKAT CITRALAND PROMO DP 0;;;;
;3;78;;Rp 1.000.000.000;Daan Mogot Jakarta Barat;DI JUAL TOWN HOUSE PARKVIEW RESIDENCE MURAH MERIAH;;;;
;2;36;;Rp 400.000.000;Ngamprah West Bandung;WOW RUMAH STRATEGIS BAGUS KPR 12 JT ALL IN SANGAT MENARIK DI BANDUNG BARAT;;;;
;3;38;;Rp 650.000.000;Kalimulya Depok;Rumah Ready stok pinggir jalan raya Kalimulya Depok;;;;
;2;74;;Rp 978.000.000;Jatisampurna Bekasi;Villa Anindya 2;;;;
;3;74;;Rp 1.815.000.000;Rawamangun Jakarta Timur;Rumah mewah bergengci harg terjangkau di tengah kota;;;;
;2;60;;Rp 350.000.000;Cileunyi Bandung;rumah murah cuma 350 juta aja Bandung timur bebas banjir;;;;
;3;100;;Rp 2.350.000.000;Tenggilis Mejoyo Surabaya;rumah siap huni cocok untuk anak kuliah; Full Furnished View Pegunungan;;;
;16;200;;Rp 3.900.000.000;Muwardi 3C Grogol Grogol Petamburan Jakarta Barat;Full Okupansi; Bersubsidi Murah Dan Strategis; Cikarang - Bekasi;;
;2;40;;Rp 540.000.000;Pancoran Mas Depok;Rumah Cluster Murah Dekat Stasiun Akses Pintu Tol Di Pancoranmas Depok;;;;
;3;150;;Rp 1.600.000.000;Joglo Jakarta Barat;perumahan murah joglo 2 lantai;;;;
;5;348;;Rp 28.000.000.000;Cikini Jakarta Pusat;Dijual rumah di daerah cikini V jakarta pusat;;;;
;2;20;;Rp 540.300.000;Sawah Besar Jakarta Pusat;RUMAH MODERN MURAH DI JAKARTA PUSAT;;;;
;3;59;;Rp 500.000.000;Paradise Serpong City 2 Bumi Serpong Damai Tangerang Selatan;Paradise Serpong City 2 Exclusive Free DP;;;;
;2;70;;Rp 745.000.000;Makasar Jakarta Timur;Rumah modern ada carport harga 700jt-an dikebon nanas jakarta timur;;;;
;2;39;;Rp 581.200.000;Taman Sari Jakarta Barat;rumah baru 2lantai harga terjangkau;;;;
;2;33;;Rp 168.000.000;Cakung Jakarta Timur;Rumah Subsidi Ready Rasa Komersil Dekat Pusat Kota Bekasi;;;;
;2;46;;Rp 641.200.000;Jl. Blau safir 18 RT 002/06 sumur batu Kemayoran jakpus Sumur Batu Jakarta Pusat;rumah baru murah minimalis lokasi strategis;;;;
;1;38;;Rp 622.500.000;Paradise Park Residen E.33 Sepatan Tangerang;DI RUMAH PARADISE PARK RESIDENCETANGERANG;;;;
;4;205;;Rp 6.200.000.000;Pantai Indah Kapuk Jakarta Utara;Rumah pik 8x17 sdh renov dan rapi bagus siap huni ada tambah dak;;;;
;2;45;;Rp 545.000.000;Manyaran Semarang;Rumah Candi Penataran Semarang Barat;;;;
;2;36;;Rp 300.000.000;Kasihan Bantul;Rumah murah siap bangun;;;;
;2;30;;Rp 168.000.000;Cibitung Bekasi;RUMAH 1 JUTAAN TERLARIS MUDAH PROSES NYA;;;;
;2;100;;Rp 699.000.000;Tarogong Kidul Garut;Rumah di jual di Garut;;;;
;3;90;;Rp 750.000.000;Jl bintara jaya8 kp setu gg hmatal kel bintara jaya kec bekasi barat Bintara Jaya Bekasi;Mini cluster Tiara Bintara akses terdekat dengan toll pondok kelapa;;;;
;2;90;;Rp 685.000.000;Cimanggis Depok;Rumah Dijual Cepat di Cimanggis;;;;
;2;54;;Rp 550.000.000;Indonesia 17136 Bekasi Kota Jalan Bintara Jaya 8 Bintara Jaya Bekasi;jual rumah baru minimalis moderen lokasi bintara 9 unit terbatas;;;;
;2;48;;Rp 450.000.000;Bekasi Utara Bekasi;Rumah Mewah;;;;
;2;48;;Rp 540.000.000;Sawah Besar Jakarta Pusat;Rumah baru mewah harga 500jt-an di Gang mandor VI lautze jakarta pusat;;;;
;3;88;;Rp 1.838.400.000;jalan Cipinang raya jaarta timur Cipinang Jakarta Timur;cipinang resident termewah termurah;;;;
;3;56;;Rp 740.000.000;pisangan jakarta timur Pisangan Baru Jakarta Timur;Rumah baru harga menarik sangat terjangkau;;;;
;3;78;;Rp 1.014.860.000;Cipinang Muara Jakarta Timur;rumah baru termurah termewah di cipinang muara;;;;
;2;36;;Rp 248.000.000;dusun beciro desa jumputrejo Sukodono Sidoarjo;RUMAH MURAH 200 JTAN BUDURAN SIDOARJO;;;;
;2;87;;Rp 499.000.000;Cilangkap Depok;Dijual Rumah Baru Ready Depok Lb.42/Lt.87;;;;
;4;267;;Rp 5.900.000.000;Sunter Jakarta Utara;Dijual Rumah Cakep Brand New di Sunter Agung Permai;;;;
;3;81;;Rp 685.000.000;Gentan Sukoharjo;Dijual Rumah 2 lantai jl mangesti raya; rumah duta bumi 3 bekasi;;;
;5;200;;Rp 1.690.000.000;Galaxy Bekasi;Dijual murah Rumah 2 lantai bebas banjir di galaxy bekasi;;;;
;2;78;;Rp 270.000.000;Maguwoharjo Sleman;Rumah Villa Di Maguwoharjo;5 Lantai di Kota Sukabumi;;;
;3;100;;Rp 2.300.000.000;perumahan Avani Anantha BSD Serpong Utara Tangerang Selatan;Perumahan Mewah Avani Anantha BSD;;;;
;2;45;;Rp 550.000.000;grand andara regency Batu;rumah dijual di batu malang;;;;
;4;120;;Rp 2.900.000.000;Jalan semanan Rawa Buaya Jakarta Barat;VIRYA SAMANAN RUMAH DIKOTA JAKARTA DEKAT STASIUN KRETA;;;;
;23;573;;Rp 684.925.500;Banyumas;Rumah Strategis 3 Kamar Tidur dekat RS Dadi Keluarga;;;;
;2;70;;Rp 968.000.000;Beji Depok;Dijual Rumah di Griya Salim Beji Kukusan;;;;
;4;156;;Rp 2.600.000.000;Cakung Jakarta Timur;Rumah 2lt siap huni 9x17 148m type 4KT cluster Zebrina JGC Jakarta Garden City;;;;
;3;60;;Rp 600.000.000;Permata Permadani Residence Batu;jual rumah di malang dekat kampus UMM UIN;;;;
;3;75;;Rp 1.300.000.000;Bintaro Tangerang Selatan;cluster desain modern daerah Bintaro;;;;
;3;122;;Rp 3.199.000.000;Wisteria KeppleLand dekat Mal AEON Cakung Cakung Jakarta Timur;Dijual Rumah FULL FURNISH Siap Huni Desain Modern Strategis WISTERIA;;;;
;3;100;;Rp 975.000.000;Ngaglik Sleman;Rumah Mewah Yogyakarta Dekat Kampus UII Jakal Km 13; siap huni dikawasan bebas banjir Manyaran;;;
;3;61;;Rp 1.135.300.000;Cipinang Jakarta Timur;Dijual rumah baru terlaris strategis pusat kota;;;;
;2;76;;Rp 700.000.000;Gamping Sleman;RUMAH MURAH BAGUS JOGJA;;;;
;2;36;;Rp 300.000.000;Krian Sidoarjo;rumah murah krian;;;;
;2;60;;Rp 475.000.000;Babelan Bekasi;Dijual Cepat Rumah Siap Huni (Perumahan Trevista);;;;
;3;200;;Rp 2.700.000.000;Bukti Buleleng;Dijual Rumah Furnished dengan Kolam Renang.;;;;
;2;115;;Rp 800.000.000;Tambaksari Surabaya;DIJUAL RUMAH SIAP HUNI LEBAK TIMUR HANYA 800JT;;;;
;2;69;;Rp 960.000.000;Jl Cipinang kebembem kel pisangan timur kec Pulogadung Pulo Gadung Jakarta Timur;Rumah Mewah Murah di Cipinang Kebembem Pulo gadung Jakarta Timur;;;;
;2;45;;Rp 700.000.000;Cimahi Cimahi;Rumah Sangat nyaman di Cimahi Leuwi Gajah Residence;;;;
;3;77;;Rp 1.850.000.000;Pagedangan Tangerang;DIJUAL IMAJIHAUS Fully Furnished;;;;
;2;28;;Rp 169.000.000;Klapanunggal Bogor;RUMAH SUBSIDI ANGSURAN 1 JUTAAN FLAT;;;;
;4;200;;Rp 4.200.000.000;Jagakarsa Jakarta Selatan;Jual Rumah Murah Di Jagakarsa Jakarta Selatan; belakang raffless hills;;;
;8;800;;Rp 6.500.000.000;Ciracas Jakarta Timur;dijual cepat rumah murah jakarta tanah luas;;;;
;3;150;;Rp 1.700.000.000;Medan Johor Medan;RUMAH FULLY FURNISHED DALAM KOMPLEK MILALA MAS JALAN AH NASUTION MEDAN;;;;
;2;50;;Rp 320.000.000;Depok Depok;jual rumah di dalam cluster harga berpariasi di tengah kota depok;;;;
;2;40;;Rp 540.000.000;Pancoran Mas Depok;Rumah Milenial;;;;
;4;235;;Rp 6.300.000.000;Cakung Jakarta Timur;Rumah 2 lantai 12x20 240m2 Type 4KT Cluster Palm Spring JGC Jakarta Garden City;;;;
;4;95;;Rp 1.325.100.000;Ambarketawang Gamping Sleman Yogyakarta Gamping Sleman;Rumah Mewah Legalitas SHM Cluster One Gate di Ambarketawang;;;;
;4;300;;Rp 1.500.000.000;Bumiayu Malang;Dijual Rumah Murah Kota Malang;;;;
;3;90;;Rp 991.000.000;Jl. Gunung Sahari X nomor 17 RT.002/RW.03 Kel. Gunung Sahari Utara Kec. Sawah Besar Jakarta Pusat Gunung Sahari Utara Jakarta Pusat;Abdi GunSa Estate;;;;
;3;75;;Rp 2.700.000.000;Cakung Jakarta Timur;Rumah 2 lantai 7x17 119m2 Type 4KT di cluster Shinano JGC Jakarta Garden City;;;;
;3;75;;Rp 788.550.000;Ambarketawang Gamping Sleman Yogyakarta Gamping Sleman;Rumah 2 Lantai Dalam Cluster Legalitas SHM dekat umy jogja;;;;
;2;45;;Rp 399.000.000;Sewon Bantul;Rumah Mediterania didalam kawasan Mega;;;;
;3;52;;Rp 835.900.000;Cipinang Jakarta Timur;Dijual rumah baru lokasi strategis minimalis;;;;
;3;90;;Rp 1.000.000.000;Jalan raya cinangka pondok cabe Pondok Cabe Tangerang Selatan;Rumah cicil 100X tanpa bunga di pondok cabe; DP 0% dekat Cisauk BSD - Tangerang;;;
;2;45;;Rp 550.000.000;Cimanggis Depok;Rumah 1lt + Rooftop Terbuka samping Tol Cijago Depok;;;;
;2;40;;Rp 540.000.000;Pancoran Mas Depok;CUKUP NYIAPIN 7 JT SUDAH PUNYA RUMAH DI PITARA PANCORAN MAS;;;;
;2;45;;Rp 350.000.000;Karawang Timur Karawang;TAMAN RATU RESIDENCE RUMAH MURAH SPEK MEWAH;;;;
;2;36;;Rp 430.000.000;Gunung Anyar Surabaya;Rumah baru angsuran 2 juta;;;;
;2;45;;Rp 495.000.000;Cikarang Selatan Bekasi;Rumah Dekat Lippo Cikarang Modal 8 Juta di Bukit Cijingga Indah;;;;
;2;70;;Rp 1.377.000.000;Cempaka Putih Jakarta Pusat;Rumah baru Mewah harga mulai 1.3M-an di cempaka putih jakarta pusat;;;;
;3;80;;Rp 775.000.000;Jalan Veteran Selatan Makassar 90135 Indonesia Mamajang Makassar;Dijual Rumah murah Di Makassar. vetran selatan;;;;
;8;1100;;Rp 21.000.000.000;Jalan Pantai Indah Timur Jakarta Utara 14460 Indonesia Pantai Indah Kapuk Jakarta Utara;Rumah mewah pik 1 uk 14.5 x26 mtr 3 lt marmer furnished ada gym n hall;;;;
;2;44;;Rp 539.800.000;Kemayoran Jakarta Pusat;Dijual rumah baru mewah murah kemayoran jkarta pusat;;;;
;3;100;;Rp 650.000.000;Grogol Sukoharjo;Rumah Minimalis Murah di Cemani Grogol Solo;;;;
;3;157;;Rp 3.350.000.000;JALAN GREEN LAKE CITY JAKARTA BARAT 11750 INDONESIA DURI KOSAMBI JAKARTA BARAT Duri Kosambi Jakarta Barat;Rumah Green Lake City West Europe 8x15 Full Furnished;;;;
;4;363;;Rp 4.200.000.000;Cengkareng Timur Jakarta Barat;Rumah city resort hawaiian 13;;;;
;2;54;;Rp 1.900.000.000;Jagakarsa Jakarta Selatan;Rumah Murah Di Jagakarsa Jakarta Selatan Fasilitas Kolam Renang;;;;
;4;200;;Rp 2.400.000.000;Cakung Jakarta Timur;Rumah siap huni 3lt luas 148m2 Type 4KT Cluster Cassia JGC Jakarta Garden City;;;;
;4;100;;Rp 3.000.000.000;Kelapa Gading Jakarta Utara;Gading griya lestari;;;;
;4;196;;Rp 5.700.000.000;Rawamangun Jakarta Timur;Rumah Baru Renovasi;;;;
;3;84;;Rp 1.469.000.000;Semarang Tengah Semarang;Rumah Mewah 2 Lantai Cluster di Semarang Tengah Kota Semarang;;;;
;3;67;;Rp 1.477.000.000;Rawamangun Jakarta Timur;rumah pemuda resident;;;;
;2;45;;Rp 450.000.000;Pamulang Tangerang Selatan;Perumahan Ashoka Park 400 Jtan Fasilitas Super Lengkap;;;;
;2;42;;Rp 310.000.000;Sukodono Lumajang;Rumah Elit view menawan di Lumajang;;;;
;2;36;;Rp 680.000.000;Tembalang Semarang;Rumah siap huni 2 kamar tidur;;;;
